Student_id,Stress Coping Mechanisms,Stress Level Category,Age,Academic Performance (GPA),Study Hours Per Week,Social_Media_Usage_per_week,Sleep Duration (Hours per night),Physical Exercise (Hours per week),Family Support,Financial Stress,Peer Pressure,Relationship Stress,Counseling Attendance,Diet Quality,Cognitive Distortions,Family Mental Health History,Medical Condition,Substance Use,Gender_Female,Gender_Male,Gender_Other,Stress_Ratio
2643,Meditation,Medium,21,0,37,35,12,7,5,2,4,1,1,5,1,0,1,4,0,0,1,0.39999920000160005
2496,Meditation,High,21,2,60,21,8,3,3,5,1,5,1,4,4,1,0,5,0,0,1,1.6666611111296294
3392,Reading,High,26,0,31,14,6,6,3,2,3,5,1,5,3,1,1,3,0,0,0,0.6666644444518518
5661,Reading,High,25,4,22,28,5,6,5,1,2,3,1,4,1,0,1,5,1,0,0,0.19999960000080003
3259,Reading,Medium,26,2,0,7,4,10,2,2,1,4,0,3,2,1,0,2,0,0,1,0.9999950000249999
41,Talking to Friends,Medium,21,1,17,14,8,8,3,2,5,4,0,2,3,1,1,5,0,1,0,0.6666644444518518
2520,Yoga,Low,27,3,49,21,4,3,1,5,4,1,0,4,3,1,1,5,0,0,1,4.999950000499995
2902,Watching Sports,High,18,2,40,21,7,5,2,2,3,5,0,5,1,1,1,2,0,0,0,0.9999950000249999
3836,Meditation,Low,30,1,5,14,11,9,5,5,1,1,0,1,1,0,1,3,0,0,0,0.9999980000040001
5489,Yoga,Medium,20,3,38,7,12,5,1,3,5,2,0,1,3,1,1,3,0,0,0,2.9999700002999967
989,Meditation,High,24,4,17,0,7,3,4,5,2,1,1,3,5,0,1,2,0,0,1,1.2499968750078125
273,Watching Sports,Medium,18,2,24,7,11,0,1,1,5,5,1,5,4,0,0,5,0,1,0,0.9999900000999989
3608,Social Media Engagement,High,26,2,31,0,8,8,5,1,1,4,1,1,2,0,0,5,0,1,0,0.19999960000080003
3452,Meditation,Low,19,0,16,14,8,2,4,3,4,1,1,3,1,1,1,4,0,0,0,0.7499981250046875
3264,Exercise,High,24,1,16,56,7,1,2,2,3,4,0,1,5,1,0,5,0,0,1,0.9999950000249999
1648,Meditation,High,30,2,77,14,8,9,4,4,3,4,1,2,3,0,1,1,0,0,0,0.9999975000062501
1714,Exercise,High,21,3,49,21,9,3,3,2,5,4,0,1,3,1,1,1,0,0,0,0.6666644444518518
1242,Meditation,Medium,20,4,51,35,4,9,2,4,1,5,1,3,1,0,1,1,0,1,0,1.9999900000499997
2224,Spending Time Alone,High,19,2,-4,49,4,7,3,5,5,5,0,1,1,0,0,1,1,0,0,1.6666611111296294
3816,Social Media Engagement,High,18,1,34,49,11,1,5,3,4,2,1,2,1,1,0,5,0,0,0,0.5999988000024
4421,Reading,Medium,27,3,31,7,7,0,3,1,5,5,1,3,5,0,0,1,0,0,1,0.3333322222259259
3455,Spending Time Alone,Medium,18,1,17,35,5,1,1,3,2,5,1,2,5,1,0,3,0,1,0,2.9999700002999967
2292,Yoga,Medium,27,4,46,14,5,6,4,5,4,1,1,2,3,1,0,5,0,0,0,1.2499968750078125
110,Meditation,High,23,4,0,21,9,5,2,4,4,2,0,1,4,1,0,3,0,1,0,1.9999900000499997
2600,Travelling,Low,30,4,26,21,6,3,1,1,2,2,1,3,2,1,1,2,0,0,1,0.9999900000999989
3150,Walking or Nature Walks,Low,21,2,68,49,4,10,5,2,4,1,0,3,5,0,1,4,0,0,0,0.39999920000160005
2627,Exercise,Low,27,1,34,21,9,5,1,4,5,5,1,3,5,1,0,4,0,0,1,3.9999600003999958
4104,Social Media Engagement,Medium,30,1,26,49,12,7,1,2,1,1,0,4,5,0,1,4,0,0,0,1.9999800001999979
1896,Meditation,High,29,1,10,28,7,2,5,3,4,1,0,4,5,0,0,5,0,1,0,0.5999988000024
4335,Exercise,High,18,3,15,21,12,1,2,1,5,1,1,4,4,0,0,2,1,0,0,0.49999750001249993
3944,Social Media Engagement,High,18,4,-21,21,10,3,4,5,3,2,0,5,2,0,1,5,0,0,0,1.2499968750078125
3327,Meditation,Medium,22,2,27,42,4,9,1,1,1,3,0,3,1,0,1,2,0,0,1,0.9999900000999989
5455,Exercise,Low,19,4,37,56,7,1,3,4,1,2,0,1,1,1,0,1,0,0,0,1.3333288889037036
1063,Yoga,High,21,2,51,7,4,9,5,3,5,2,0,1,5,0,1,2,0,0,0,0.5999988000024
1831,Reading,Medium,30,4,27,42,8,4,3,3,5,3,0,3,1,1,0,3,0,0,0,0.9999966666777778
2605,Social Media Engagement,Low,23,0,43,0,10,0,1,3,2,4,1,2,3,1,0,4,0,0,1,2.9999700002999967
3845,Watching Sports,Low,30,4,26,56,8,2,3,2,1,5,1,2,1,1,0,4,0,0,0,0.6666644444518518
3221,Travelling,High,24,0,17,0,6,8,1,2,1,2,0,5,2,1,1,5,0,0,0,1.9999800001999979
5246,Talking to Friends,High,27,2,10,56,11,2,3,1,4,4,0,2,2,1,0,1,1,0,0,0.3333322222259259
1559,Social Media Engagement,High,20,3,18,7,8,1,3,1,5,3,0,2,4,0,0,4,0,0,0,0.3333322222259259
2352,Yoga,Low,26,0,21,21,10,9,2,3,1,1,1,5,4,1,0,4,0,0,0,1.4999925000374998
3097,Walking or Nature Walks,Medium,21,2,35,0,5,1,5,3,2,5,0,2,4,1,1,4,0,0,1,0.5999988000024
1613,Spending Time Alone,Medium,27,3,39,49,12,3,1,5,5,4,1,4,4,0,0,2,0,0,1,4.999950000499995
4419,Reading,High,28,4,20,42,5,4,3,3,2,3,0,1,3,1,0,2,0,0,0,0.9999966666777778
3792,Social Media Engagement,High,27,2,30,7,10,8,2,2,5,4,1,1,4,0,0,3,0,0,1,0.9999950000249999
2481,Reading,Low,27,0,48,21,4,7,3,5,3,3,0,2,4,1,1,1,1,0,0,1.6666611111296294
2805,Social Media Engagement,Medium,26,3,35,49,7,6,1,3,3,3,1,1,1,0,0,2,0,0,0,2.9999700002999967
3175,Spending Time Alone,Medium,22,0,39,21,5,7,5,1,2,5,1,3,4,0,1,1,0,0,0,0.19999960000080003
3804,Social Media Engagement,High,19,2,51,28,11,2,5,5,2,1,1,5,3,0,1,4,0,0,0,0.9999980000040001
4992,Meditation,Medium,20,2,43,21,9,5,1,1,2,4,0,3,1,0,1,3,0,0,0,0.9999900000999989
1210,Meditation,Medium,25,0,38,35,12,4,2,4,2,2,0,2,5,1,1,1,0,0,1,1.9999900000499997
2588,Meditation,High,26,4,74,0,8,3,3,2,5,4,0,4,5,0,0,1,0,0,1,0.6666644444518518
3841,Meditation,Low,30,2,9,35,4,0,2,5,3,2,1,4,4,1,0,2,0,0,1,2.4999875000625
3702,Social Media Engagement,High,26,1,42,28,11,0,5,4,3,4,0,5,1,0,0,5,0,0,1,0.7999984000032001
2571,Reading,High,28,3,48,14,4,0,3,2,2,2,1,2,2,1,0,3,0,0,0,0.6666644444518518
1486,Exercise,Medium,26,1,19,56,10,10,1,2,2,4,0,3,4,0,1,1,0,1,0,1.9999800001999979
239,Meditation,Medium,19,3,21,28,8,0,1,1,1,2,0,5,5,0,0,3,0,1,0,0.9999900000999989
407,Social Media Engagement,Medium,25,1,1,35,6,10,5,4,4,1,1,4,1,0,0,1,1,0,0,0.7999984000032001
1999,Social Media Engagement,Low,28,4,-5,42,7,1,3,2,2,1,1,4,1,1,0,3,0,0,0,0.6666644444518518
4417,Social Media Engagement,High,29,2,26,0,7,7,1,3,5,5,1,5,1,0,1,3,1,0,0,2.9999700002999967
5018,Watching Sports,Low,24,2,3,21,5,4,2,1,3,4,1,1,2,1,1,4,0,0,1,0.49999750001249993
2511,Travelling,Medium,22,2,11,42,9,7,2,3,2,3,1,1,4,0,0,5,0,0,0,1.4999925000374998
2024,Travelling,Low,30,3,7,28,11,3,3,5,1,4,1,3,3,1,0,5,0,0,0,1.6666611111296294
543,Social Media Engagement,Low,27,3,40,28,7,7,3,5,4,2,0,2,3,1,1,3,0,1,0,1.6666611111296294
807,Meditation,Low,19,4,-2,28,4,5,2,1,5,1,1,4,4,0,1,3,0,0,1,0.49999750001249993
1845,Talking to Friends,Medium,30,1,25,7,6,0,5,2,1,2,0,3,3,1,0,3,0,0,1,0.39999920000160005
3386,Watching Sports,High,23,0,17,49,8,8,2,1,5,2,1,1,5,1,1,2,0,0,0,0.49999750001249993
1455,Walking or Nature Walks,Medium,23,3,53,0,8,6,5,2,4,1,0,2,4,0,0,1,0,0,1,0.39999920000160005
4887,Travelling,High,23,0,25,21,12,10,1,3,2,5,1,5,5,0,0,5,1,0,0,2.9999700002999967
4324,Reading,Low,20,2,27,49,11,4,2,5,1,5,1,3,4,1,0,2,0,0,0,2.4999875000625
5405,Meditation,Medium,19,3,72,42,6,10,4,3,3,4,1,2,1,0,1,1,0,0,1,0.7499981250046875
4099,Exercise,Medium,20,3,6,28,11,5,2,3,1,5,0,4,2,1,0,5,0,0,1,1.4999925000374998
243,Travelling,Medium,24,3,33,49,10,7,1,5,3,3,1,5,3,1,0,3,1,0,0,4.999950000499995
2752,Yoga,Low,30,4,18,28,6,2,2,4,5,1,0,2,5,1,1,2,0,0,1,1.9999900000499997
2515,Reading,Low,20,1,22,0,11,6,1,2,4,4,1,3,3,1,1,2,0,0,1,1.9999800001999979
3094,Travelling,Low,26,3,29,0,8,4,3,2,2,5,0,1,4,1,0,3,0,0,1,0.6666644444518518
5375,Meditation,Low,26,4,20,42,9,2,3,2,3,1,1,5,3,1,0,4,0,0,1,0.6666644444518518
3706,Walking or Nature Walks,Medium,20,4,45,7,5,1,2,5,5,1,0,4,3,0,1,4,0,0,1,2.4999875000625
595,Reading,Low,26,3,29,56,11,5,5,4,3,2,1,2,2,0,1,5,0,1,0,0.7999984000032001
5019,Meditation,High,29,2,43,42,9,1,5,2,4,3,1,4,3,1,0,1,0,0,1,0.39999920000160005
1595,Watching Sports,High,21,1,38,21,7,10,5,1,5,3,1,4,4,1,0,5,0,0,0,0.19999960000080003
4548,Talking to Friends,High,28,1,44,14,9,10,1,5,4,2,1,1,2,0,1,1,0,0,1,4.999950000499995
1626,Talking to Friends,Low,22,4,24,7,8,6,2,5,2,4,0,4,1,1,1,4,0,0,1,2.4999875000625
3941,Walking or Nature Walks,Low,23,1,40,14,9,1,4,4,5,4,0,1,3,0,0,3,1,0,0,0.9999975000062501
4665,Watching Sports,Low,18,2,12,7,12,1,1,4,2,2,0,3,2,0,0,5,0,1,0,3.9999600003999958
4755,Spending Time Alone,Low,18,0,19,42,5,3,1,1,2,4,1,4,5,1,0,2,0,0,1,0.9999900000999989
2895,Yoga,Low,30,2,4,21,10,2,5,5,3,1,1,2,2,0,0,5,0,0,1,0.9999980000040001
5568,Watching Sports,Low,19,3,20,49,11,10,1,3,5,5,1,2,3,1,0,3,1,0,0,2.9999700002999967
23,Travelling,Low,28,4,21,56,12,8,4,2,3,5,1,1,3,1,1,4,0,0,1,0.49999875000312505
659,Watching Sports,Low,28,0,15,49,12,3,4,2,4,3,0,4,1,0,1,1,1,0,0,0.49999875000312505
2474,Reading,High,22,1,18,49,8,6,5,5,3,5,0,4,4,1,0,1,0,0,1,0.9999980000040001
5136,Walking or Nature Walks,High,19,1,16,21,5,0,3,5,5,5,1,2,5,0,1,5,0,0,1,1.6666611111296294
2251,Walking or Nature Walks,High,27,3,17,56,9,6,2,5,1,1,1,3,5,1,1,4,0,0,1,2.4999875000625
2510,Spending Time Alone,Medium,19,3,43,42,6,4,2,3,1,5,0,4,4,0,0,5,1,0,0,1.4999925000374998
5473,Yoga,Medium,27,2,37,28,4,0,1,3,3,5,1,3,2,0,0,5,0,0,1,2.9999700002999967
2565,Travelling,Low,30,0,23,21,5,7,3,4,1,5,0,1,1,1,0,2,0,0,1,1.3333288889037036
1179,Social Media Engagement,Medium,26,0,27,14,9,0,5,5,2,5,0,1,1,0,1,3,0,0,0,0.9999980000040001
4820,Yoga,Medium,26,1,67,7,4,4,3,5,1,3,0,4,4,0,1,5,0,0,0,1.6666611111296294
4530,Exercise,High,25,3,43,49,8,0,1,2,3,3,0,4,5,1,0,1,1,0,0,1.9999800001999979
136,Reading,Medium,24,1,22,14,12,0,3,5,2,5,0,2,5,1,0,5,0,1,0,1.6666611111296294
1224,Talking to Friends,High,26,3,17,21,12,1,1,3,4,5,1,1,1,0,1,5,0,0,0,2.9999700002999967
1991,Talking to Friends,Medium,19,3,5,0,7,9,1,3,1,5,0,4,2,1,0,4,0,0,1,2.9999700002999967
5299,Spending Time Alone,Low,26,3,-2,49,10,2,2,1,1,5,0,1,1,0,1,5,0,0,1,0.49999750001249993
3107,Social Media Engagement,Low,18,3,39,14,7,5,4,4,5,3,0,2,2,1,0,1,0,1,0,0.9999975000062501
4829,Meditation,High,29,4,38,56,12,1,2,4,4,4,0,5,4,1,1,4,0,0,0,1.9999900000499997
5024,Talking to Friends,Medium,20,0,42,28,9,10,2,5,3,4,0,2,2,0,0,2,0,1,0,2.4999875000625
4716,Walking or Nature Walks,Low,27,3,33,35,6,6,5,3,4,3,0,2,1,1,0,1,0,0,0,0.5999988000024
5255,Watching Sports,High,24,4,36,28,4,4,1,2,4,4,0,5,4,1,0,5,0,0,1,1.9999800001999979
1735,Yoga,High,27,4,36,21,4,6,4,3,1,4,1,2,1,0,0,5,0,1,0,0.7499981250046875
4753,Watching Sports,Low,22,1,16,28,6,5,1,2,3,4,1,1,4,1,1,2,0,0,1,1.9999800001999979
4486,Travelling,Medium,22,3,18,14,5,2,4,5,4,1,0,4,2,1,1,4,0,0,1,1.2499968750078125
3900,Yoga,High,29,3,17,7,11,5,1,2,4,1,1,1,1,1,0,4,0,0,0,1.9999800001999979
3965,Social Media Engagement,High,24,2,20,28,11,2,3,5,4,1,1,1,1,0,1,2,0,1,0,1.6666611111296294
4930,Watching Sports,Medium,27,0,33,28,9,8,2,3,3,4,1,5,2,0,0,3,1,0,0,1.4999925000374998
285,Exercise,Medium,27,1,50,28,6,4,3,3,5,4,1,2,1,1,1,3,1,0,0,0.9999966666777778
3970,Watching Sports,High,18,1,39,0,5,8,1,3,4,1,0,2,5,1,0,5,0,0,1,2.9999700002999967
515,Travelling,High,30,1,39,7,8,5,3,5,1,4,0,4,2,1,0,3,1,0,0,1.6666611111296294
4854,Walking or Nature Walks,Medium,18,3,19,7,12,8,1,3,4,4,1,3,1,0,0,4,0,0,1,2.9999700002999967
194,Watching Sports,Low,22,0,3,0,7,3,4,3,4,1,0,4,2,0,0,5,1,0,0,0.7499981250046875
115,Reading,Low,25,0,55,56,11,9,4,5,4,5,0,5,1,0,0,5,0,1,0,1.2499968750078125
2765,Spending Time Alone,Low,19,0,5,42,11,3,4,5,3,2,0,1,3,1,1,2,0,0,1,1.2499968750078125
72,Watching Sports,Low,24,0,53,35,6,10,3,1,4,2,1,3,5,1,0,5,0,1,0,0.3333322222259259
4945,Walking or Nature Walks,Low,20,3,22,42,4,10,2,2,1,3,1,5,2,0,1,3,0,0,1,0.9999950000249999
5540,Yoga,Medium,19,0,12,56,10,5,2,2,4,2,0,1,3,0,0,2,0,0,1,0.9999950000249999
3598,Meditation,Low,18,0,49,28,4,10,1,2,3,4,1,1,2,1,1,3,0,0,1,1.9999800001999979
3111,Yoga,High,21,0,32,7,8,0,3,3,5,1,1,2,5,1,1,4,0,0,0,0.9999966666777778
5291,Exercise,High,30,3,0,49,8,10,4,2,4,2,0,3,3,1,1,5,1,0,0,0.49999875000312505
1849,Walking or Nature Walks,High,26,0,28,21,4,0,3,4,1,2,0,5,1,1,0,5,1,0,0,1.3333288889037036
4789,Talking to Friends,Low,30,1,40,28,12,3,3,4,2,1,1,2,1,1,1,5,0,0,0,1.3333288889037036
5048,Reading,Low,24,4,9,21,11,8,5,4,4,2,1,1,5,0,1,4,0,0,1,0.7999984000032001
3027,Watching Sports,High,22,2,26,21,12,1,1,3,5,2,0,1,2,0,1,1,0,0,0,2.9999700002999967
5479,Travelling,Medium,26,1,25,35,12,7,1,5,1,3,1,5,4,0,1,4,0,1,0,4.999950000499995
4071,Social Media Engagement,High,19,2,10,0,10,5,5,5,4,1,1,3,4,1,0,1,0,0,1,0.9999980000040001
2929,Social Media Engagement,Low,22,1,29,49,8,5,5,2,1,4,1,5,1,0,0,2,0,0,1,0.39999920000160005
4564,Yoga,Medium,29,4,-7,7,5,6,2,5,1,5,1,1,3,1,1,4,0,0,0,2.4999875000625
5471,Yoga,Low,26,2,-2,7,12,7,3,3,3,5,1,1,2,1,0,5,0,0,0,0.9999966666777778
3004,Spending Time Alone,High,19,0,23,56,4,3,2,1,2,3,0,3,5,1,0,4,0,0,1,0.49999750001249993
5674,Walking or Nature Walks,Medium,22,0,38,14,6,10,4,5,5,1,0,4,3,0,1,5,0,0,1,1.2499968750078125
2861,Reading,High,23,1,41,28,9,4,4,3,3,1,0,2,4,0,0,3,0,0,1,0.7499981250046875
4802,Talking to Friends,High,22,0,25,42,9,4,1,3,3,1,1,1,2,1,0,2,0,0,1,2.9999700002999967
2702,Yoga,High,27,2,11,21,7,2,1,2,4,3,0,2,5,0,0,2,0,0,0,1.9999800001999979
3610,Travelling,High,26,4,-18,49,11,4,4,3,3,4,0,4,4,0,1,1,0,1,0,0.7499981250046875
3137,Social Media Engagement,High,19,1,34,7,5,6,5,5,5,2,1,2,1,1,0,1,0,0,1,0.9999980000040001
248,Watching Sports,Medium,21,4,11,42,6,3,4,1,2,4,0,5,1,0,1,4,1,0,0,0.24999937500156252
253,Travelling,Medium,27,0,27,56,11,8,1,3,3,1,0,4,2,0,0,1,1,0,0,2.9999700002999967
4462,Walking or Nature Walks,Medium,28,4,51,49,9,7,5,4,2,1,0,4,4,1,0,5,1,0,0,0.7999984000032001
824,Travelling,Low,29,4,35,7,6,3,4,5,2,4,1,5,5,1,0,2,1,0,0,1.2499968750078125
3113,Meditation,High,30,4,52,35,6,7,4,5,1,3,1,3,3,1,0,5,0,0,0,1.2499968750078125
141,Social Media Engagement,High,25,2,58,35,11,5,4,3,5,5,1,4,2,0,1,3,1,0,0,0.7499981250046875
2254,Travelling,Low,26,3,17,7,9,4,2,3,5,4,1,1,3,1,0,3,0,0,0,1.4999925000374998
3894,Social Media Engagement,Medium,25,3,15,28,8,9,2,2,1,5,0,1,1,0,0,5,1,0,0,0.9999950000249999
642,Meditation,High,30,0,32,42,10,5,1,4,4,1,0,3,4,1,1,2,0,1,0,3.9999600003999958
1198,Talking to Friends,Low,25,0,30,14,12,4,3,3,2,5,0,1,2,0,1,5,0,0,0,0.9999966666777778
4981,Reading,High,19,4,-13,28,9,6,1,5,4,2,0,3,4,0,0,2,0,0,0,4.999950000499995
5735,Yoga,Medium,20,3,31,56,12,6,4,2,3,1,0,2,4,0,0,3,0,0,1,0.49999875000312505
2116,Reading,Medium,27,4,49,35,12,4,5,5,4,5,0,2,5,0,1,3,0,0,0,0.9999980000040001
885,Travelling,Low,23,0,54,42,7,0,5,4,4,3,0,1,5,0,1,1,0,0,1,0.7999984000032001
4983,Watching Sports,Medium,24,1,32,49,5,4,2,3,5,3,1,5,5,0,0,3,1,0,0,1.4999925000374998
1160,Social Media Engagement,Medium,25,4,27,56,7,9,2,5,3,2,1,4,2,0,1,1,1,0,0,2.4999875000625
1522,Yoga,Low,24,3,33,49,5,6,5,5,3,4,1,3,3,1,0,3,1,0,0,0.9999980000040001
5311,Spending Time Alone,High,24,2,-9,42,8,8,1,4,2,1,1,1,5,1,0,4,0,0,1,3.9999600003999958
686,Watching Sports,High,20,2,15,14,12,0,1,2,5,2,0,3,4,0,1,3,0,1,0,1.9999800001999979
972,Exercise,Low,29,4,15,49,4,0,4,2,2,2,0,5,3,0,0,4,0,0,0,0.49999875000312505
3220,Walking or Nature Walks,High,24,4,13,56,11,3,4,3,3,4,0,4,1,0,0,2,0,1,0,0.7499981250046875
1131,Travelling,High,18,4,13,14,5,10,4,4,2,4,1,5,4,0,0,3,0,0,0,0.9999975000062501
2168,Yoga,Low,21,2,23,28,7,1,3,2,5,2,0,1,1,0,1,4,0,1,0,0.6666644444518518
469,Travelling,Low,29,2,48,14,7,1,2,2,3,4,1,1,2,1,0,2,1,0,0,0.9999950000249999
5198,Travelling,Medium,24,0,36,49,4,9,3,3,1,3,0,4,2,0,0,3,0,0,0,0.9999966666777778
4426,Reading,Medium,21,2,55,14,8,4,5,5,1,1,1,3,1,0,0,2,0,0,0,0.9999980000040001
2584,Yoga,Low,28,0,40,0,11,9,1,5,2,4,0,3,5,0,1,1,1,0,0,4.999950000499995
3272,Yoga,Low,28,3,23,56,10,4,5,3,3,2,1,2,5,1,1,3,0,0,0,0.5999988000024
4001,Reading,Low,29,3,46,0,10,4,1,5,1,5,0,5,5,0,1,2,0,0,1,4.999950000499995
4625,Walking or Nature Walks,Low,30,4,22,49,4,6,2,5,2,3,0,3,3,1,0,2,0,0,0,2.4999875000625
2530,Meditation,Medium,22,0,34,42,7,9,2,5,4,2,1,1,1,0,1,2,0,0,1,2.4999875000625
1604,Exercise,High,29,0,28,49,9,10,5,1,5,1,0,4,3,0,0,3,0,0,0,0.19999960000080003
3867,Talking to Friends,Medium,27,1,46,42,9,8,5,1,2,3,1,5,2,1,1,1,1,0,0,0.19999960000080003
3684,Walking or Nature Walks,High,22,0,9,35,11,4,3,1,3,3,1,3,3,0,1,5,0,0,1,0.3333322222259259
2123,Exercise,High,22,2,-1,35,8,0,4,5,4,2,0,1,1,1,1,5,0,0,0,1.2499968750078125
24,Walking or Nature Walks,Low,28,4,58,56,11,4,3,5,3,1,1,5,1,1,1,4,0,1,0,1.6666611111296294
4823,Reading,Low,30,1,29,42,7,2,3,5,2,2,1,5,1,0,1,4,0,0,1,1.6666611111296294
3810,Meditation,Low,29,3,20,35,6,7,3,5,1,4,1,3,2,1,0,5,0,0,0,1.6666611111296294
4865,Social Media Engagement,High,21,0,-7,28,9,5,2,2,1,1,0,5,3,1,1,1,1,0,0,0.9999950000249999
210,Travelling,Medium,19,2,59,35,8,9,1,4,3,3,1,3,2,1,1,4,0,0,1,3.9999600003999958
1023,Reading,Medium,24,1,22,49,12,6,2,1,2,1,0,4,1,0,0,3,0,0,1,0.49999750001249993
3943,Travelling,High,18,0,4,21,5,6,4,1,5,2,1,1,3,0,0,3,0,0,1,0.24999937500156252
2309,Social Media Engagement,Medium,18,2,10,56,5,5,3,3,2,1,0,5,3,1,0,1,0,0,0,0.9999966666777778
3913,Talking to Friends,High,27,4,52,14,11,5,1,4,5,5,0,2,2,0,1,5,1,0,0,3.9999600003999958
2076,Exercise,High,27,3,17,14,9,6,1,5,5,5,0,5,1,1,0,1,0,1,0,4.999950000499995
2208,Walking or Nature Walks,Medium,18,3,37,21,8,0,5,5,1,3,1,2,5,0,1,2,0,0,0,0.9999980000040001
4720,Spending Time Alone,Low,20,1,23,28,4,5,3,2,5,4,1,3,3,1,0,5,0,0,1,0.6666644444518518
2714,Spending Time Alone,Medium,29,4,5,0,9,3,1,4,4,2,1,3,2,0,0,4,0,0,0,3.9999600003999958
4331,Spending Time Alone,High,26,1,56,49,11,4,1,4,2,3,0,4,1,1,0,2,1,0,0,3.9999600003999958
4926,Reading,Low,22,0,8,14,6,2,3,1,3,4,0,1,2,0,0,1,0,0,0,0.3333322222259259
5460,Social Media Engagement,High,20,0,38,42,4,9,4,3,1,1,1,3,4,1,0,2,0,0,0,0.7499981250046875
1397,Social Media Engagement,Low,23,0,10,0,10,3,3,5,2,3,1,2,2,1,0,1,0,0,1,1.6666611111296294
2647,Exercise,High,23,2,2,56,6,7,5,1,2,2,1,5,3,1,0,5,0,0,0,0.19999960000080003
1038,Walking or Nature Walks,Low,30,3,13,0,4,7,1,3,2,3,0,5,1,1,0,4,0,0,1,2.9999700002999967
1055,Yoga,Medium,29,1,4,14,4,0,1,3,1,5,0,2,2,0,0,3,0,0,0,2.9999700002999967
2355,Social Media Engagement,Medium,28,2,10,21,10,7,1,5,4,5,0,2,5,0,1,5,0,0,1,4.999950000499995
4699,Reading,Medium,29,3,37,42,4,8,1,4,5,4,1,5,2,0,1,3,0,1,0,3.9999600003999958
80,Exercise,High,26,1,36,7,7,0,4,3,2,4,1,2,1,0,1,5,1,0,0,0.7499981250046875
2847,Watching Sports,High,18,4,42,21,8,9,4,4,1,5,0,4,5,0,1,3,0,0,0,0.9999975000062501
2006,Yoga,High,20,1,53,0,9,6,3,2,2,1,0,5,1,0,1,2,0,0,0,0.6666644444518518
5662,Meditation,High,22,2,24,7,12,5,5,1,5,3,0,3,2,0,1,1,0,0,1,0.19999960000080003
5370,Talking to Friends,Low,28,4,50,7,4,0,3,4,4,5,0,2,3,0,1,2,1,0,0,1.3333288889037036
2954,Social Media Engagement,Low,30,0,49,42,4,0,4,3,2,1,1,3,5,1,1,2,0,0,1,0.7499981250046875
133,Social Media Engagement,High,28,2,51,28,11,6,5,3,1,2,0,1,4,1,1,3,1,0,0,0.5999988000024
3039,Yoga,Low,29,3,0,7,6,4,4,5,1,1,1,4,3,0,1,5,0,1,0,1.2499968750078125
4477,Meditation,Low,27,3,62,14,6,2,2,5,5,2,1,1,2,1,1,4,0,0,1,2.4999875000625
5130,Watching Sports,Low,28,4,34,7,9,4,2,1,2,4,1,1,2,1,0,5,0,1,0,0.49999750001249993
3287,Yoga,Low,27,2,26,42,5,7,3,5,4,3,0,2,1,0,1,3,0,1,0,1.6666611111296294
2114,Walking or Nature Walks,High,23,0,29,7,8,7,3,4,1,3,0,5,5,1,0,4,0,0,0,1.3333288889037036
985,Meditation,Low,28,3,43,28,9,6,4,4,1,3,0,3,3,1,1,3,0,0,1,0.9999975000062501
4330,Exercise,Low,19,0,6,7,4,7,1,2,5,5,0,5,5,1,0,4,0,1,0,1.9999800001999979
2443,Exercise,High,23,0,44,0,6,10,3,2,3,1,0,1,3,0,1,2,0,0,0,0.6666644444518518
2559,Yoga,Low,27,4,41,21,12,2,5,2,1,5,0,2,1,0,0,2,0,0,0,0.39999920000160005
3077,Walking or Nature Walks,High,28,3,-9,35,9,10,3,5,5,5,1,1,1,0,1,1,0,0,0,1.6666611111296294
5555,Spending Time Alone,Medium,19,2,47,28,4,5,5,2,4,1,0,1,3,0,0,1,0,0,1,0.39999920000160005
4489,Talking to Friends,Low,24,0,7,56,4,1,3,3,4,2,0,1,3,0,0,1,0,0,0,0.9999966666777778
4764,Reading,High,21,2,49,0,9,5,3,4,1,3,1,4,1,1,0,4,1,0,0,1.3333288889037036
995,Yoga,Low,30,0,36,28,8,5,1,1,1,2,0,3,5,0,1,1,0,1,0,0.9999900000999989
5502,Social Media Engagement,Medium,20,1,18,7,10,10,2,2,3,2,1,4,1,1,1,2,0,0,1,0.9999950000249999
872,Yoga,Low,18,0,30,21,9,1,3,2,4,1,0,4,3,1,1,1,0,0,0,0.6666644444518518
4124,Spending Time Alone,Low,25,2,39,21,10,8,3,4,1,2,0,3,5,0,1,5,0,0,1,1.3333288889037036
3968,Yoga,Medium,28,0,21,35,5,9,4,4,2,1,0,5,2,1,0,4,0,0,0,0.9999975000062501
825,Watching Sports,Low,25,3,30,35,8,1,2,4,5,5,0,5,2,1,0,4,0,0,0,1.9999900000499997
4281,Reading,Low,19,0,31,28,4,1,3,4,3,1,1,3,1,1,1,4,0,0,1,1.3333288889037036
2328,Exercise,Medium,28,4,-16,7,8,6,1,2,3,3,1,1,2,0,0,4,0,0,0,1.9999800001999979
5316,Reading,Medium,22,4,32,28,6,0,4,1,4,3,0,5,1,0,1,1,1,0,0,0.24999937500156252
2820,Yoga,High,23,0,30,49,11,2,3,4,3,4,0,4,4,0,1,4,0,0,1,1.3333288889037036
3803,Social Media Engagement,Low,28,3,6,35,12,4,2,5,1,3,1,5,1,1,1,3,0,0,1,2.4999875000625
849,Reading,High,27,3,20,28,7,6,3,5,2,3,1,1,2,1,1,5,1,0,0,1.6666611111296294
